S	E	I	R
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
